schoolId,schoolName,assetId,gap,action,severity,disposition,closureState,nextAction,consumerPolicy,route
cmn1htko5000ivqf28d3x9557,Vanderbilt University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htko5000ivqf28d3x9557/media
cmnwr8iv9004dz0tirpo4zq16,Vassar College,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iv9004dz0tirpo4zq16/media
cmnwr8iun0041z0tin8tw3f6b,Villanova University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iun0041z0tin8tw3f6b/media
cmnwr8imc0009z0tie59yu85k,Virginia Tech,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8imc0009z0tie59yu85k/media
cmn1htkqj001dvqf2n8mczcpn,Wake Forest University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkqj001dvqf2n8mczcpn/media
cmnwr8ivi004iz0tinveg964v,Washington and Lee University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ivi004iz0tinveg964v/media
cmnwr8iqh0025z0ti7z1ynz4s,Washington State University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iqh0025z0ti7z1ynz4s/media
cmn1htkoo000qvqf2jgkrffw1,Washington University in St. Louis,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkoo000qvqf2jgkrffw1/media
cmnwr8isa0032z0tiytg48wsw,Wayne State University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8isa0032z0tiytg48wsw/media
cmnwr8iux0046z0tilggqkjw6,Wellesley College,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iux0046z0tilggqkjw6/media
cmnwr8ira002jz0tib0nkhdsx,West Virginia University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ira002jz0tib0nkhdsx/media
cmnwr8isr003bz0ti1h6j1c5s,Western Michigan University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8isr003bz0ti1h6j1c5s/media
cmnwr8ito003oz0tiyojti719,Wichita State University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ito003oz0tiyojti719/media
cmnwr8ilx0001z0tilru6b1th,William & Mary,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ilx0001z0tilru6b1th/media
cmnwr8iup0042z0tieqofvyfn,Williams College,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iup0042z0tieqofvyfn/media
cmnwr8iu0003uz0ti43l07p17,Worcester Polytechnic Institute,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iu0003uz0ti43l07p17/media
cmnwr8iti003lz0ti0z9hwm3s,Wright State University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iti003lz0ti0z9hwm3s/media
cmn1htkna0004vqf2erll9srp,Yale University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkna0004vqf2erll9srp/media
cmnwr8itt003rz0tizqmu1u5h,Yeshiva University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8itt003rz0tizqmu1u5h/media
